leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
4.390525063,-0.970877472,-6.665855573,0.747164527,1.459002613,-1.108254627,-2.395770518,-0.576167129,-0.544725116,-0.711244284,0.277314366,-0.54006675,-0.013285307,0
0.34455037,-0.261319714,0.442085703,-0.065783802,0.317559937,-0.998754967,0.535781705,-1.034816248,-0.93621797,-0.802602966,0.895671014,-0.383030455,-0.067014639,0
0.384624955,-0.265306029,0.429872746,0.102412404,0.34038879,-0.871005364,0.399430439,-1.134720017,-1.017617474,-0.52852692,-1.165517813,-0.356813152,-0.047672079,0
0.173565471,-0.234159838,0.368807958,0.214543208,0.363217644,-0.925755194,0.263079172,-0.894042756,-0.699771791,-0.636360118,0.089933563,-0.366310236,-0.026180347,0
0.1938254,-0.314880177,0.393233873,0.158477806,0.408875351,-0.934880165,0.263079172,-0.93945356,-0.75016196,-0.646843902,0.314790526,-0.367848497,-0.017583653,0
0.178240839,-0.322939575,0.442085703,0.158477806,0.408875351,-0.770630675,0.399430439,-0.6987763,-0.467201779,-0.327837357,0.764504452,-0.329659517,-0.026180347,0
0.263955925,-0.340749432,0.472618097,0.27060861,0.454533058,-0.606381185,0.467606072,-0.607954692,-0.354792939,0.001652971,-0.434732683,-0.292607512,-0.026180347,0
0.330078992,-0.346524549,0.533682885,0.578968321,0.500190765,-0.597256213,0.535781705,-0.685153058,-0.637753121,-0.161594509,0.858194853,-0.29093549,0.010355599,0
0.378836404,-0.371088505,0.50925697,0.943393434,0.523019618,-0.606381185,0.331254806,0.359295431,1.52902416,0.079532503,-0.697065807,-0.280568955,0.068383278,0
0.451861205,-0.385777606,0.552002321,1.363883949,0.568677325,-0.268757233,0.399430439,-0.072107206,0.590991777,0.889779174,-0.059971079,-0.191884914,0.137156823,0
0.480803961,-0.43515805,0.649705981,1.504047454,0.568677325,-0.131882658,0.535781705,0.182193295,1.172416808,1.234246335,1.120527977,-0.167339633,0.188736982,0
